employee_id,department,age,tenure_years,monthly_salary,commute_km,overtime,job_satisfaction,work_life_balance,last_promotion_years,performance_rating,training_hours_last_year,attrition
E1684,HR,56,2.6,25400.0,47.6,Yes,3,5,4.4,4,24,Yes
E1685,Customer Support,58,1.6,58800.0,13.0,Yes,3,5,0.1,5,24,No
E1686,Customer Support,59,5.6,45000.0,20.4,No,2,5,0.1,3,24,No
E1687,Engineering,57,7.0,93900.0,16.6,Yes,5,3,1.2,4,15,No
E1688,Marketing,55,6.3,52200.0,14.4,Yes,3,5,0.4,4,16,No
E1689,Sales,27,11.0,46400.0,4.4,Yes,2,2,2.0,3,16,Yes
E1690,Engineering,47,0.1,74500.0,1.0,No,5,3,6.2,4,22,No
E1691,Engineering,48,5.5,68100.0,5.0,No,4,5,1.2,2,23,No
E1692,Customer Support,42,4.2,36400.0,13.2,No,1,3,4.7,4,17,No
E1693,Engineering,34,0.8,110400.0,1.3,No,2,2,0.0,3,20,No
E1694,Sales,27,9.4,42400.0,1.0,No,1,5,0.5,3,11,No
E1695,Customer Support,57,0.5,18200.0,1.8,No,4,1,0.1,4,21,No
E1696,Engineering,42,3.4,98400.0,15.1,No,3,2,1.0,4,17,Yes
E1697,Customer Support,25,0.8,39300.0,43.3,No,3,4,6.0,3,19,No
E1698,Sales,22,1.7,53000.0,48.9,No,5,4,0.3,2,20,No
E1699,Customer Support,47,3.8,42200.0,8.2,Yes,2,2,2.3,3,10,No
E1700,Customer Support,41,2.5,39500.0,24.4,Yes,2,4,1.5,4,9,Yes
E1701,Sales,58,1.7,45700.0,16.0,Yes,5,2,7.0,4,19,No
E1702,Engineering,35,1.2,50000.0,8.3,No,1,1,0.3,5,8,No
E1703,Sales,41,5.5,58800.0,10.2,No,3,2,0.6,3,16,No
E1704,Sales,30,0.5,51400.0,1.8,No,3,5,0.1,4,15,No
E1705,HR,43,1.7,60700.0,33.3,Yes,2,5,1.4,3,12,Yes
E1706,Engineering,59,7.0,77800.0,5.2,No,2,3,0.8,4,7,No
E1707,Operations,25,5.6,37000.0,7.1,No,5,4,5.1,3,25,No
E1708,Engineering,21,1.5,70800.0,13.4,No,4,4,2.3,3,26,No
E1709,Marketing,33,4.3,46300.0,4.9,No,1,2,2.4,4,23,No
E1710,Marketing,41,5.2,38100.0,3.5,No,4,4,1.9,1,16,No
E1711,Customer Support,46,6.6,55500.0,12.0,No,4,5,0.2,4,15,No
E1712,Customer Support,41,2.4,45200.0,1.0,No,2,1,1.5,4,15,No
E1713,Engineering,38,0.7,61100.0,15.3,No,2,2,15.0,3,17,Yes
E1714,Engineering,57,0.9,52800.0,8.7,Yes,2,4,4.5,3,16,No
E1715,HR,52,1.1,36400.0,11.2,Yes,4,5,5.6,4,23,No
E1716,Operations,56,2.7,76300.0,12.0,No,1,3,4.3,4,16,No
E1717,HR,37,0.1,55200.0,9.0,Yes,2,4,0.3,3,25,Yes
E1718,Sales,55,3.0,40500.0,10.5,No,3,1,0.6,3,16,Yes
E1719,Marketing,31,1.4,56300.0,13.8,Yes,1,1,0.0,4,23,No
E1720,HR,41,1.0,65200.0,16.8,No,3,4,0.9,4,22,No
E1721,Sales,46,6.3,60400.0,15.6,No,1,4,0.3,3,24,No
E1722,Sales,24,1.8,79400.0,24.4,No,2,5,1.6,3,17,No
E1723,Marketing,54,0.3,30300.0,2.5,No,5,4,2.8,4,32,No
E1724,Customer Support,38,5.3,21300.0,6.2,No,2,3,5.2,4,16,No
E1725,Operations,55,0.1,53000.0,35.4,No,4,5,3.5,5,20,Yes
E1726,Sales,49,3.9,62100.0,6.1,Yes,4,2,7.0,4,18,No
E1727,Operations,49,4.5,16200.0,1.6,No,1,3,0.1,5,14,No
E1728,Sales,58,1.3,47900.0,8.9,Yes,4,5,0.0,3,13,No
E1729,Sales,41,5.2,41900.0,1.4,No,2,5,2.7,4,15,No
E1730,Sales,33,2.2,35800.0,2.7,No,3,1,0.9,1,18,No
E1731,Operations,37,1.9,35800.0,60.0,No,2,5,0.7,4,11,No
E1732,Marketing,29,0.1,60700.0,9.4,No,1,3,1.0,3,17,Yes
E1733,Customer Support,21,1.0,33700.0,4.0,No,4,4,0.8,3,20,No
E1734,Engineering,22,8.0,50400.0,60.0,No,3,3,1.8,4,19,No
E1735,Operations,49,1.5,27600.0,40.8,No,5,2,1.5,4,18,No
E1736,Engineering,53,2.4,92500.0,7.0,Yes,3,5,1.8,1,14,No
E1737,Operations,30,2.3,55400.0,3.6,No,3,5,2.8,4,23,No
E1738,Engineering,41,2.7,22500.0,21.9,No,2,5,1.2,3,15,No
E1739,Engineering,48,0.2,50400.0,15.1,No,5,5,0.7,3,21,No
E1740,Engineering,31,1.3,78600.0,13.9,No,1,1,0.5,4,26,No
E1741,Engineering,54,3.9,92800.0,26.8,No,1,1,1.1,3,16,Yes
E1742,Marketing,28,0.7,64200.0,14.0,No,3,4,3.4,5,14,No
E1743,Customer Support,42,0.7,42200.0,4.0,No,3,5,3.5,3,13,No
E1744,Engineering,28,0.1,32500.0,14.2,Yes,4,2,2.7,4,19,No
E1745,Operations,35,1.7,61300.0,4.4,No,5,4,0.7,4,16,No
E1746,Engineering,37,6.4,63100.0,17.1,No,3,5,2.2,3,21,No
E1747,Customer Support,43,0.2,47600.0,11.6,No,4,1,2.1,3,18,No
E1748,Operations,44,0.6,47100.0,1.0,No,5,2,1.7,4,15,Yes
E1749,Customer Support,39,1.1,29500.0,8.6,No,1,4,2.0,4,17,Yes
E1750,Sales,25,3.9,63500.0,5.0,Yes,4,2,1.7,3,19,No
E1751,HR,52,3.1,53700.0,4.8,No,5,5,2.1,3,23,No
E1752,Customer Support,21,1.6,41300.0,11.1,No,4,3,3.1,2,19,Yes
E1753,Engineering,43,4.3,77600.0,4.7,Yes,3,2,0.3,3,25,No
E1754,Sales,57,2.8,36100.0,18.0,Yes,2,2,3.5,3,17,No
E1755,Operations,28,6.8,45900.0,1.0,No,1,1,0.4,2,17,Yes
E1756,Customer Support,33,5.1,47100.0,13.0,Yes,3,5,0.2,4,16,No
E1757,Customer Support,28,0.9,24600.0,19.9,Yes,3,2,9.3,4,23,No
E1758,Operations,43,1.0,48700.0,13.4,Yes,5,5,7.9,5,18,No
E1759,Operations,21,0.4,59400.0,8.3,Yes,4,1,0.2,4,14,No
E1760,Sales,44,1.2,53000.0,36.0,No,1,5,1.5,5,19,No
E1761,Engineering,55,20.0,68100.0,4.3,No,3,1,0.5,4,23,No
E1762,Engineering,44,1.6,79200.0,1.0,No,5,1,1.7,4,16,No
E1763,Marketing,37,0.7,46700.0,6.8,No,1,4,4.4,5,22,No
E1764,Sales,25,4.3,53000.0,1.0,Yes,4,5,7.5,4,22,No
E1765,Customer Support,40,2.3,31700.0,36.9,No,3,3,2.5,2,14,No
E1766,Marketing,41,0.5,52100.0,2.8,Yes,3,4,1.1,4,11,No
E1767,Operations,51,1.4,45000.0,18.7,No,3,1,2.3,5,10,No
E1768,Engineering,56,1.6,78100.0,17.9,No,1,3,0.9,4,19,No
E1769,Operations,31,4.2,57200.0,2.9,Yes,1,2,6.0,4,17,No
E1770,Sales,35,0.1,70200.0,11.6,Yes,1,2,5.1,4,14,No
E1771,Operations,39,0.9,42700.0,1.0,Yes,1,4,2.0,5,13,Yes
E1772,Sales,27,2.2,23500.0,7.9,No,5,3,1.0,2,26,No
E1773,Engineering,48,0.9,82600.0,1.0,No,2,5,0.9,4,18,No
E1774,Operations,25,3.0,55400.0,30.5,Yes,5,3,0.1,3,15,No
E1775,Sales,25,2.0,47800.0,44.8,No,3,4,4.2,4,13,No
E1776,Engineering,50,1.3,79100.0,3.0,Yes,5,5,1.5,4,14,No
E1777,Marketing,52,8.9,31600.0,2.8,No,4,5,1.0,3,15,No
E1778,Marketing,28,3.0,67000.0,16.8,No,1,2,1.6,3,27,No
E1779,Customer Support,30,0.4,42500.0,3.5,No,4,3,4.3,4,14,No
E1780,Marketing,58,2.5,40500.0,27.1,No,4,5,0.3,2,25,No
E1781,Customer Support,52,4.6,38800.0,10.2,No,3,4,4.9,3,17,No
E1782,Engineering,48,3.7,64400.0,5.2,No,1,2,5.7,4,19,Yes
E1783,Engineering,37,0.6,68500.0,21.5,No,4,5,7.3,3,14,No
E1784,Sales,51,10.8,58500.0,8.2,No,3,3,1.3,3,18,No
E1785,Operations,28,1.8,43700.0,29.1,Yes,1,2,0.6,5,16,Yes
E1786,Customer Support,45,0.5,49300.0,31.6,Yes,2,3,1.2,3,14,No
E1787,Engineering,29,0.6,68900.0,2.2,No,3,3,1.0,3,19,No
E1788,Engineering,22,0.3,56600.0,1.0,No,5,3,0.5,4,16,No
E1789,HR,35,4.9,39600.0,49.6,No,1,2,2.3,4,18,Yes
E1790,Sales,23,0.4,67300.0,28.4,No,4,5,1.6,5,12,No
E1791,Customer Support,56,0.4,53500.0,1.0,No,4,1,5.0,5,18,No
E1792,Customer Support,24,5.7,47500.0,21.5,No,5,5,0.1,4,23,No
E1793,Customer Support,34,1.3,58600.0,7.3,No,5,2,2.6,3,17,No
E1794,Sales,45,0.1,26900.0,3.6,No,4,1,3.6,1,18,Yes
E1795,Operations,30,0.2,41800.0,25.3,No,1,1,3.6,3,13,No
E1796,HR,41,0.5,34700.0,2.6,Yes,3,1,5.4,3,13,No
E1797,Customer Support,56,0.7,75500.0,35.3,No,5,4,3.3,4,20,No
E1798,Marketing,32,3.3,62400.0,2.8,No,5,2,6.6,4,21,No
E1799,HR,47,0.5,49500.0,11.4,No,5,4,1.0,2,19,No
E1800,Marketing,22,0.4,63500.0,3.0,Yes,2,1,1.7,4,18,No
E1801,Sales,33,4.3,75300.0,9.5,Yes,1,4,0.0,3,20,No
E1802,Customer Support,52,3.3,60900.0,13.8,No,1,4,0.0,3,20,No
E1803,Customer Support,51,1.7,58500.0,2.5,No,1,2,0.7,4,21,No
E1804,Engineering,36,2.4,63900.0,8.8,No,1,3,0.3,3,18,No
E1805,Marketing,52,1.1,45100.0,7.6,No,1,4,0.8,3,17,No
E1806,HR,52,2.0,37400.0,1.0,No,4,4,0.5,2,16,No
E1807,HR,54,2.1,57500.0,20.5,No,5,1,0.1,3,14,No
E1808,Engineering,31,1.5,65800.0,4.9,Yes,4,1,6.0,4,22,No
E1809,Sales,30,7.1,51100.0,10.3,No,2,1,0.0,5,19,No
E1810,HR,35,0.1,44100.0,8.7,No,3,5,3.3,3,18,No
E1811,Operations,37,4.6,69100.0,8.6,Yes,5,4,0.4,3,17,No
E1812,Sales,38,0.4,72800.0,1.4,No,2,1,6.1,4,13,No
E1813,HR,29,4.8,75900.0,6.6,No,4,2,5.6,5,11,No
E1814,Operations,45,2.9,56600.0,7.2,No,3,5,2.7,3,16,No
E1815,Customer Support,34,5.6,47500.0,15.9,No,2,3,2.8,3,17,No
E1816,Customer Support,45,0.3,46400.0,22.0,No,3,4,0.0,4,23,No
E1817,Engineering,42,2.5,49600.0,9.4,Yes,2,4,10.5,4,22,Yes
E1818,Sales,50,2.1,37900.0,1.1,No,4,2,5.3,2,15,No
E1819,Engineering,40,3.7,78200.0,3.2,No,3,3,5.6,4,18,No
E1820,Operations,41,2.3,36900.0,2.2,No,2,3,2.7,3,22,No
E1821,Sales,52,2.3,61100.0,1.6,No,4,5,1.1,3,20,No
E1822,Engineering,41,1.7,89600.0,5.5,Yes,5,4,5.6,3,27,No
E1823,Engineering,55,1.1,56200.0,3.1,Yes,4,1,0.9,4,14,No
E1824,Customer Support,52,2.0,72400.0,3.0,No,4,2,2.1,3,27,No
E1825,Operations,50,0.4,36100.0,1.0,Yes,5,2,0.3,3,21,No
E1826,Engineering,59,9.8,87400.0,1.0,No,4,2,6.4,3,18,No
E1827,Engineering,32,3.8,76800.0,1.3,No,5,2,0.4,4,19,Yes
E1828,Marketing,38,9.1,69300.0,2.3,No,5,1,0.6,3,17,No
E1829,Engineering,41,0.8,47900.0,6.8,Yes,5,1,2.0,3,22,No
E1830,Engineering,33,6.3,112000.0,8.6,No,2,5,3.6,3,14,No
E1831,Engineering,41,5.0,65400.0,1.8,No,3,4,2.4,4,19,No
E1832,Sales,28,3.4,68400.0,6.6,Yes,2,1,0.7,3,15,No
E1833,Sales,27,2.9,80500.0,5.0,Yes,5,5,0.0,3,17,No
E1834,Customer Support,43,1.1,39000.0,2.4,Yes,3,3,3.5,3,14,No
E1835,Engineering,52,5.1,84200.0,1.0,No,3,4,10.5,4,14,No
E1836,Operations,31,2.1,39100.0,7.6,Yes,5,1,4.2,4,16,No
E1837,Engineering,42,0.2,95000.0,13.9,No,3,3,1.5,4,21,No
E1838,Customer Support,42,1.1,37100.0,3.1,No,3,5,5.9,4,15,No
E1839,Customer Support,45,8.2,47300.0,1.7,No,2,1,1.3,5,20,No
E1840,Sales,42,5.7,62600.0,26.2,Yes,3,1,1.9,3,11,Yes
E1841,Marketing,48,12.0,63500.0,3.9,No,5,3,1.6,5,21,No
E1842,Sales,49,3.0,88700.0,3.0,Yes,1,1,1.5,1,11,No
E1843,HR,33,0.9,44300.0,23.3,No,1,2,3.7,3,15,No
E1844,Sales,38,0.5,75700.0,20.4,No,1,1,1.9,4,14,No
E1845,Engineering,22,0.6,105800.0,7.1,No,5,4,1.0,3,16,No
E1846,Sales,49,0.1,60400.0,8.1,No,1,3,0.7,3,13,No
E1847,HR,41,1.5,43000.0,2.9,Yes,2,4,0.1,3,22,No
E1848,Customer Support,35,0.6,24600.0,1.0,No,5,5,2.2,4,11,No
E1849,Customer Support,47,1.6,70700.0,10.2,No,5,4,0.7,3,21,No
E1850,Sales,51,8.2,53900.0,1.2,Yes,5,2,0.4,4,19,No
E1851,Marketing,35,1.7,38000.0,7.2,No,3,2,2.7,4,17,No
E1852,Sales,43,6.3,36300.0,33.9,No,3,4,2.9,4,22,No
E1853,Operations,44,2.8,36000.0,36.6,No,3,5,3.5,3,16,No
E1854,Sales,33,0.9,72200.0,3.3,No,4,1,1.8,5,15,No
E1855,Sales,42,1.3,74400.0,11.7,No,2,2,5.6,3,21,Yes
E1856,Sales,57,0.3,68000.0,7.7,No,5,4,6.9,3,21,No
E1857,Customer Support,53,1.2,48400.0,25.0,No,5,4,4.1,2,15,Yes
E1858,Customer Support,23,3.4,30900.0,3.8,No,3,4,2.5,4,20,No
E1859,Sales,39,0.2,46300.0,1.0,Yes,5,1,0.9,2,29,Yes
E1860,Operations,43,0.7,34600.0,2.1,Yes,5,3,10.2,3,24,No
E1861,Engineering,49,1.4,79500.0,5.2,No,1,5,0.8,3,22,No
E1862,Customer Support,50,12.1,33200.0,4.6,No,5,3,0.6,3,17,No
E1863,Engineering,59,4.6,55400.0,18.8,No,4,5,1.5,4,15,Yes
E1864,Engineering,45,4.0,65200.0,13.7,Yes,3,5,0.1,4,22,No
E1865,Customer Support,57,0.4,25500.0,4.3,Yes,2,4,9.6,4,15,No
E1866,Sales,28,4.6,58500.0,7.3,No,2,2,2.2,3,19,No
E1867,Sales,36,4.6,56100.0,1.2,No,1,4,2.0,3,15,Yes
E1868,Operations,28,2.8,65500.0,27.4,Yes,2,1,2.7,5,20,No
E1869,HR,21,13.9,39300.0,32.9,No,2,5,1.7,1,13,No
E1870,Engineering,25,1.2,44400.0,46.8,No,3,2,0.1,4,19,No
E1871,Engineering,23,8.5,61800.0,24.3,No,3,5,2.4,3,18,No
E1872,Customer Support,21,7.4,32700.0,2.3,No,4,5,3.1,5,17,No
E1873,Engineering,24,0.1,69500.0,1.0,No,1,4,1.3,3,17,No
E1874,Sales,55,1.8,28500.0,10.4,No,2,2,3.5,3,17,No
E1875,Sales,52,11.3,48200.0,29.2,No,4,2,0.6,4,12,No
E1876,Marketing,54,0.3,39000.0,2.3,Yes,1,5,0.6,4,15,No
E1877,Marketing,45,2.4,60300.0,1.0,No,2,2,0.4,3,17,No
E1878,Sales,30,11.6,44900.0,19.6,No,2,2,1.2,4,21,No
E1879,Engineering,41,2.4,36200.0,1.0,No,3,4,4.7,4,18,No
E1880,Engineering,59,0.6,65000.0,6.4,No,5,3,4.4,2,13,No
E1881,Marketing,47,2.6,56800.0,13.6,No,1,1,1.2,1,15,No
E1882,Sales,47,0.7,53400.0,3.2,No,2,3,2.2,3,18,No
E1883,Sales,22,2.2,48100.0,1.1,Yes,1,2,3.2,3,15,No
E1884,Operations,33,0.2,40400.0,17.6,No,4,5,0.7,4,21,No
E1885,Sales,29,2.8,59500.0,11.9,No,4,1,0.5,3,22,No
E1886,Marketing,56,2.2,39600.0,53.6,No,5,1,8.9,3,19,Yes
E1887,Engineering,42,4.0,62600.0,5.1,No,2,5,2.4,3,22,No
E1888,Sales,46,3.0,69600.0,1.0,No,3,1,10.0,3,17,No
E1889,Engineering,32,2.4,44400.0,15.9,Yes,2,5,1.0,2,18,No
E1890,Marketing,37,3.5,51600.0,8.9,No,1,1,3.0,1,18,No
E1891,Operations,34,0.5,25400.0,2.9,No,4,3,0.6,2,20,No
E1892,Operations,34,2.7,52600.0,18.3,No,1,1,0.8,5,15,No
E1893,Engineering,54,0.6,50400.0,2.7,No,5,4,1.8,3,20,No
E1894,Marketing,40,7.8,66800.0,3.6,No,4,5,1.0,4,14,No
E1895,Sales,31,0.2,34400.0,1.2,No,3,1,0.5,2,19,No
E1896,Engineering,36,1.7,77000.0,6.1,No,4,5,0.8,2,19,No
E1897,Operations,51,3.6,66000.0,6.5,Yes,2,4,0.1,3,29,No
E1898,Sales,26,1.8,41500.0,8.7,No,2,1,3.0,3,15,No
E1899,Sales,39,0.3,44200.0,14.8,Yes,4,1,1.7,5,19,No
E1900,Sales,57,2.4,42800.0,28.4,Yes,5,4,0.2,5,18,No
E1901,Sales,24,3.1,50100.0,1.8,Yes,2,4,0.5,4,25,Yes
E1902,Sales,24,3.7,65900.0,1.0,No,2,4,0.3,4,23,No
E1903,Customer Support,40,1.4,39500.0,1.0,No,3,5,2.4,3,23,Yes
E1904,Engineering,30,2.5,47800.0,1.9,Yes,4,4,0.2,3,19,No
E1905,Operations,44,1.8,22200.0,12.9,Yes,2,5,3.5,5,18,No
E1906,Operations,55,3.3,71100.0,15.6,No,5,3,0.1,4,22,No
E1907,Engineering,46,2.6,100200.0,18.5,Yes,1,1,0.7,4,26,Yes
E1908,Engineering,57,2.2,79200.0,3.4,No,4,1,5.5,3,13,Yes
E1909,Engineering,58,0.9,53500.0,4.4,Yes,3,2,3.2,2,14,No
E1910,Customer Support,41,0.1,56300.0,7.9,No,2,3,0.2,5,19,No
E1911,Engineering,59,0.6,86500.0,1.0,Yes,5,4,4.3,3,7,No
E1912,Customer Support,41,0.4,43500.0,11.3,No,4,4,1.7,3,23,No
E1913,Engineering,30,1.8,69500.0,49.4,No,5,3,4.7,2,16,No
E1914,Customer Support,58,2.8,62500.0,5.4,No,5,4,2.3,4,19,No
E1915,Engineering,24,0.7,38000.0,16.8,Yes,3,2,2.9,1,20,No
E1916,Engineering,40,8.4,87500.0,8.3,No,4,5,12.6,4,17,No
E1917,HR,37,0.1,46400.0,1.6,No,2,1,0.7,3,13,No
E1918,Marketing,27,4.4,36400.0,10.5,Yes,3,3,2.4,4,11,No
E1919,Sales,24,2.9,41500.0,4.3,Yes,2,1,1.5,4,11,Yes
E1920,Operations,49,1.4,37800.0,1.0,No,1,5,0.1,3,18,Yes
E1921,Customer Support,34,0.2,31300.0,12.1,Yes,5,3,0.0,4,11,Yes
E1922,Operations,23,3.0,73400.0,23.5,No,1,5,0.3,3,20,No
E1923,Operations,44,1.5,56200.0,5.1,No,5,4,2.6,3,15,No
E1924,Engineering,57,8.3,88800.0,5.9,No,3,4,2.1,4,26,No
E1925,Sales,36,2.3,66600.0,26.6,No,2,4,2.0,3,21,No
E1926,Engineering,24,8.4,69900.0,20.2,No,2,5,0.1,3,14,No
E1927,Customer Support,44,0.7,47700.0,15.1,Yes,3,5,1.6,3,22,No
E1928,Customer Support,54,3.9,41600.0,3.4,No,4,5,6.5,3,19,No
E1929,Engineering,50,2.9,62900.0,28.9,Yes,1,1,1.3,4,12,No
E1930,Sales,38,4.0,35600.0,2.0,No,1,5,2.5,3,15,No
E1931,Operations,39,0.7,64100.0,11.8,No,2,4,3.8,5,29,No
E1932,HR,51,3.3,25600.0,1.0,Yes,2,2,3.8,5,12,Yes
E1933,Customer Support,39,2.1,33200.0,12.4,No,2,5,1.8,3,10,No
E1934,Sales,39,4.1,89500.0,3.9,Yes,3,2,4.9,3,14,No
E1935,Engineering,42,1.2,71200.0,7.2,No,4,4,1.2,4,23,No
E1936,Sales,44,6.6,60600.0,5.1,No,1,5,5.5,3,25,No
E1937,Operations,32,0.3,58100.0,2.3,No,5,1,0.7,1,17,No
E1938,Sales,50,4.9,33500.0,11.7,Yes,3,1,0.8,3,10,No
E1939,Customer Support,58,5.9,29000.0,25.6,No,1,2,0.1,4,20,No
E1940,Engineering,51,5.1,60400.0,38.4,No,4,1,4.0,4,16,No
E1941,Customer Support,56,2.2,35200.0,2.6,Yes,3,1,1.3,3,15,No
E1942,Marketing,39,1.7,51200.0,15.2,No,1,1,0.7,2,15,No
E1943,Operations,56,16.8,56100.0,13.1,Yes,3,4,0.7,5,27,No
E1944,Sales,50,0.8,79600.0,5.0,No,1,1,5.8,4,30,No
E1945,Sales,53,2.4,70600.0,1.0,No,1,3,4.5,4,22,No
E1946,Sales,38,3.3,42100.0,14.0,No,4,5,2.0,4,16,No
E1947,Operations,48,3.6,44500.0,34.9,No,5,1,2.4,3,19,No
E1948,Operations,31,0.7,40800.0,12.0,No,4,1,1.6,4,20,No
E1949,Customer Support,53,3.2,33800.0,6.9,No,1,1,1.2,3,10,No
E1950,Customer Support,37,5.1,30900.0,8.9,Yes,3,3,6.2,3,17,No
E1951,Marketing,26,0.2,76000.0,2.7,Yes,4,1,0.3,4,24,No
E1952,Sales,24,7.3,58000.0,16.7,No,5,1,1.4,3,19,No
E1953,Operations,40,0.1,46400.0,16.5,No,1,5,1.1,5,15,No
E1954,Engineering,47,1.3,77900.0,1.9,No,4,3,1.7,3,18,No
E1955,Engineering,35,0.1,78800.0,25.2,No,4,3,1.5,5,20,No
E1956,Customer Support,26,0.2,61000.0,3.8,No,4,1,1.8,5,14,No
E1957,Sales,34,7.3,46000.0,48.4,Yes,4,3,0.4,3,11,No
E1958,Sales,31,1.3,64000.0,5.8,No,3,2,1.8,4,25,No
E1959,Marketing,59,1.7,39200.0,2.4,No,5,3,0.7,3,20,No
E1960,Sales,29,0.7,54700.0,5.2,Yes,5,3,0.5,5,20,No
E1961,Customer Support,46,2.7,47500.0,7.0,Yes,1,3,0.2,3,18,No
E1962,Engineering,36,2.7,71600.0,1.0,No,2,4,3.6,4,18,No
E1963,Engineering,25,1.4,70900.0,10.4,Yes,3,4,1.4,3,29,No
E1964,Engineering,30,1.2,83800.0,10.9,No,1,4,2.5,3,22,No
E1965,Engineering,23,6.5,57500.0,16.1,Yes,1,3,3.3,3,19,No
E1966,Marketing,33,1.5,54800.0,1.0,No,4,2,2.8,3,16,No
E1967,Engineering,50,2.0,54500.0,9.4,No,2,3,1.6,4,13,No
E1968,Customer Support,26,1.0,84000.0,1.0,No,2,1,1.2,4,19,No
E1969,Customer Support,37,4.6,35100.0,14.5,Yes,3,2,1.2,4,16,No
E1970,Marketing,39,1.5,42300.0,1.0,Yes,2,4,2.6,3,14,No
E1971,HR,55,2.2,62700.0,29.1,No,1,5,1.7,3,31,No
E1972,Marketing,46,0.9,46200.0,14.5,No,2,2,4.7,2,14,No
E1973,Sales,25,13.2,71600.0,8.5,Yes,2,4,5.2,4,21,No
E1974,Sales,49,1.0,60200.0,7.0,Yes,5,2,0.5,5,28,No
E1975,Engineering,57,4.4,61200.0,1.7,No,1,2,0.4,3,20,No
E1976,Customer Support,40,1.7,37100.0,4.1,No,2,3,2.5,1,21,Yes
E1977,Sales,41,0.7,45400.0,24.4,Yes,2,1,0.9,3,15,Yes
E1978,Customer Support,30,4.8,41700.0,28.2,Yes,4,5,0.0,4,22,Yes
E1979,Customer Support,25,1.2,44500.0,1.0,No,2,4,5.5,4,19,No
E1980,Engineering,56,6.0,53100.0,10.8,No,2,2,0.6,4,22,No
E1981,Operations,26,7.4,48100.0,15.2,No,5,5,6.6,3,23,No
E1982,Sales,46,5.9,40500.0,11.6,No,1,2,3.2,4,14,No
E1983,Sales,24,0.1,69600.0,1.0,Yes,3,1,3.6,4,15,No
E1984,Marketing,59,4.6,65700.0,2.9,Yes,1,5,0.6,3,16,No
E1985,Customer Support,59,1.6,37700.0,3.5,No,4,4,0.7,3,20,No
E1986,Marketing,55,6.2,41400.0,21.4,No,1,2,1.8,3,20,No
E1987,Engineering,21,3.0,72100.0,7.5,No,2,1,0.5,3,20,No
E1988,Engineering,44,5.4,92500.0,8.0,Yes,4,5,0.9,4,20,No
E1989,Operations,56,2.1,69600.0,32.8,No,1,2,1.0,3,20,No
E1990,Operations,26,2.3,30600.0,12.2,No,4,2,0.4,4,17,No
E1991,Marketing,51,0.5,66600.0,27.5,No,3,4,0.6,4,21,No
E1992,Engineering,40,4.6,67600.0,7.3,No,1,1,3.9,3,16,Yes
E1993,Customer Support,44,1.6,46200.0,1.9,Yes,2,3,0.5,4,20,Yes
E1994,Engineering,45,2.1,78200.0,31.9,Yes,4,2,0.1,3,16,Yes
E1995,Sales,56,4.6,50200.0,7.4,No,5,5,2.5,3,18,No
E1996,Operations,41,2.7,64400.0,2.4,No,4,4,9.3,2,18,No
E1997,Sales,50,0.7,80200.0,4.3,No,5,4,1.0,3,20,No
E1998,HR,44,2.7,70700.0,1.0,No,2,2,0.3,2,13,Yes
E1999,Engineering,50,1.6,34100.0,7.6,No,3,2,2.1,2,17,No
E2000,Sales,42,1.9,54200.0,23.0,Yes,5,2,5.9,3,21,Yes
E2001,Customer Support,48,0.1,22100.0,32.5,Yes,3,3,3.8,3,24,No
E2002,Operations,27,0.7,39200.0,32.4,No,4,2,2.4,5,23,No
E2003,Marketing,55,1.0,18000.0,1.6,Yes,2,1,0.9,3,12,No
E2004,Operations,48,3.7,55600.0,5.8,No,5,5,2.0,4,21,No
E2005,Marketing,34,0.1,55400.0,1.0,Yes,4,2,0.2,3,18,No
E2006,Marketing,30,1.6,46100.0,23.2,No,1,3,2.8,4,15,No
E2007,Operations,36,7.7,38800.0,5.3,Yes,4,5,3.2,3,13,No
E2008,Engineering,36,0.4,74600.0,12.0,No,3,4,8.4,5,22,Yes
E2009,Customer Support,51,2.2,33800.0,15.1,Yes,2,2,0.8,3,20,No
E2010,Engineering,45,4.6,48500.0,6.7,No,2,5,0.0,4,16,No
E2011,HR,33,8.6,34000.0,4.4,No,4,4,2.0,3,10,No
E2012,HR,26,4.1,47700.0,39.3,No,1,3,3.1,2,11,No
E2013,Sales,29,3.8,48600.0,40.1,No,3,1,3.9,4,24,No
E2014,Marketing,56,5.3,46700.0,4.1,Yes,4,2,0.5,1,19,No
E2015,HR,40,1.8,57800.0,7.8,No,4,1,0.8,3,15,Yes
E2016,Sales,38,4.9,72900.0,43.3,Yes,2,3,1.8,3,17,No
E2017,Customer Support,41,0.1,65300.0,1.0,No,3,5,1.0,4,18,No
E2018,Operations,24,7.8,50300.0,6.4,Yes,1,5,4.9,5,11,No
E2019,Sales,53,1.8,63200.0,1.3,No,2,3,1.6,3,13,No
E2020,Marketing,47,2.4,54900.0,8.5,No,4,3,4.0,4,21,No
E2021,Engineering,27,0.9,37400.0,1.0,No,2,2,2.2,3,18,No
E2022,HR,26,4.1,45500.0,6.3,No,2,4,3.7,3,22,No
E2023,HR,35,0.2,45500.0,3.0,No,5,1,1.0,5,17,No
E2024,HR,38,6.2,43500.0,9.1,Yes,2,1,4.5,4,26,Yes
E2025,Customer Support,52,5.3,46200.0,60.0,No,2,5,0.8,4,15,No
E2026,Operations,31,0.7,46500.0,19.3,Yes,3,5,2.0,3,17,No
